campaign_id,comments,company_id,created_at,data.adjectives_bikes.0,data.adjectives_bikes.1,data.adjectives_bikes.2,data.adjectives_motors.0,data.adjectives_motors.1,data.adjectives_motors.2,data.adjectives_pubs.0,data.adjectives_pubs.1,data.adjectives_pubs.2,data.age_class,data.change.levers.0,data.change.levers.1,data.change.levers.2,data.change.motivation,data.change.other_levers,data.change2.levers.0,data.change2.levers.1,data.change2.levers.2,data.change2.motivation,data.change2.other_levers,data.comments,data.company_vehicle,data.confidentiality,data.constraints.0,data.constraints.1,data.constraints.2,data.constraints.3,data.employment_rate,data.equipments.0,data.equipments.1,data.equipments.2,data.equipments.3,data.equipments.4,data.equipments.5,data.equipments.6,data.freq_mod_bike,data.freq_mod_car,data.freq_mod_combined,data.freq_mod_journeys.0.days,data.freq_mod_journeys.0.modes.0,data.freq_mod_journeys.0.modes.1,data.freq_mod_journeys.0.modes.2,data.freq_mod_journeys.1.days,data.freq_mod_journeys.1.modes.0,data.freq_mod_journeys.1.modes.1,data.freq_mod_journeys.1.modes.2,data.freq_mod_journeys.2.days,data.freq_mod_journeys.2.modes.0,data.freq_mod_moto,data.freq_mod_pro_europe_car,data.freq_mod_pro_europe_combined,data.freq_mod_pro_europe_plane,data.freq_mod_pro_europe_train,data.freq_mod_pro_inter_car,data.freq_mod_pro_inter_combined,data.freq_mod_pro_inter_plane,data.freq_mod_pro_inter_train,data.freq_mod_pro_journeys.0.days,data.freq_mod_pro_journeys.0.destination.lat,data.freq_mod_pro_journeys.0.destination.lon,data.freq_mod_pro_journeys.0.hex_id,data.freq_mod_pro_journeys.0.mode,data.freq_mod_pro_journeys.1.days,data.freq_mod_pro_journeys.1.destination.lat,data.freq_mod_pro_journeys.1.destination.lon,data.freq_mod_pro_journeys.1.hex_id,data.freq_mod_pro_journeys.1.mode,data.freq_mod_pro_journeys.2.days,data.freq_mod_pro_journeys.2.hex_id,data.freq_mod_pro_journeys.2.mode,data.freq_mod_pro_journeys.3.days,data.freq_mod_pro_journeys.3.hex_id,data.freq_mod_pro_journeys.3.mode,data.freq_mod_pro_local_bike,data.freq_mod_pro_local_car,data.freq_mod_pro_local_combined,data.freq_mod_pro_local_journeys.0.days,data.freq_mod_pro_local_journeys.0.destination.lat,data.freq_mod_pro_local_journeys.0.destination.lon,data.freq_mod_pro_local_journeys.0.mode,data.freq_mod_pro_local_moto,data.freq_mod_pro_local_pub,data.freq_mod_pro_local_train,data.freq_mod_pro_local_walking,data.freq_mod_pro_region_car,data.freq_mod_pro_region_combined,data.freq_mod_pro_region_moto,data.freq_mod_pro_region_plane,data.freq_mod_pro_region_pub,data.freq_mod_pro_region_train,data.freq_mod_pub,data.freq_mod_train,data.freq_mod_walking,data.freq_trav_pro_inter,data.freq_trav_pro_local,data.freq_trav_pro_region,data.importance_comfort,data.importance_cost,data.importance_env,data.importance_flex,data.importance_most,data.importance_rel,data.importance_time,data.needs_bike,data.needs_car,data.needs_moto,data.needs_pub,data.needs_train,data.needs_walking,data.origin.address,data.origin.lat,data.origin.lon,data.remote_work_rate,data.terms_conditions,data.trav_pro.0,data.trav_pro.1,data.trav_pro.2,data.travel_pro,data.travel_time,data.version,data.workplace.address,data.workplace.lat,data.workplace.lon,data.workplace.name,id,token,typo.reco.access.cargo,typo.reco.access.covoit,typo.reco.access.elec,typo.reco.access.inter,typo.reco.access.marche,typo.reco.access.tpu,typo.reco.access.train,typo.reco.access.vae,typo.reco.access.velo,typo.reco.error,typo.reco.reco_dt2.0,typo.reco.reco_dt2.1,typo.reco.scores.cargo,typo.reco.scores.covoit,typo.reco.scores.elec,typo.reco.scores.inter,typo.reco.scores.marche,typo.reco.scores.tpu,typo.reco.scores.train,typo.reco.scores.vae,typo.reco.scores.velo,typo.reco.t_traj_mm.did,typo.reco.t_traj_mm.oid,typo.reco.t_traj_mm.t_tim,typo.reco.t_traj_mm.t_tp,typo.reco.t_traj_mm.t_velo,typo.reco_actions.mesure_dt1,typo.reco_actions.mesure_dt1.0,typo.reco_actions.mesure_dt1.1,typo.reco_actions.mesure_dt1.2,typo.reco_actions.mesure_dt2,typo.reco_actions.mesure_dt2.0,typo.reco_actions.mesure_dt2.1,typo.reco_actions.mesure_dt2.2,typo.reco_actions.mesure_pro.0,typo.reco_actions.mesure_pro.0.0,typo.reco_actions.mesure_pro.1,typo.reco_actions.mesure_pro.1.0,typo.reco_actions.mesure_pro.2,typo.reco_actions.mesure_pro_loc.0,typo.reco_actions.mesure_pro_regint.0,typo.reco_actions.mesures_globa.0,typo.reco_actions.mesures_globa.1,typo.reco_actions.mesures_globa.2,typo.reco_pro.reco_pro_int,typo.reco_pro.reco_pro_loc,typo.reco_pro.reco_pro_reg,typo.reco_pro.reco_pros.0,typo.reco_pro.reco_pros.1,typo.reco_pro.reco_pros.2,typo.reco_pro.reco_pros.3,updated_at
5,,3,2025-10-02T07:11:46.739599,,,,,,,,,,25-44,finance,,,0,,,,,,,,false,true,,,,,100,upt_subs,,,,,,,,,,3,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,4,4,5,1,1,1,1,4,,46.200167063266434,6.141465575197174,40,true,,,,false,20,2.0.0,Genève CH,46.2218173,6.1474066,,158,869vsX_A0QLuNEfx9O-plA,0,0.7,0.7,0,0,1,1,1,1,,velo,tpu,56,46,48,50,72,55,46,52,56,,,,,,,"Liste des aides disponibles au sein de l'organisation pour les cyclistes (subventions, accès à des douches et des casiers, parking à vélos sécurisé, etc.)",,,,"Liste des aides disponibles au sein de l'organisation pour les transports publics (abonnement de transport public, abonnement demi-tarif, etc.)",,,,,,,,,,"Liste des aides disponibles dans l'organisation (télétravail, horaires adaptables...)",,,,,,,,,,2025-10-07T06:30:44.215491
3,,2,2025-10-07T12:18:52.754377,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,100,moto,bike,ebike,,,,,,,,2,bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.25403870099211,5.668096122884066,40,true,,,,false,5,2.0.0,,46.199489065824,6.128956133283083,,168,--IVKjvBiM56rrgeR21WMw,0.9,0.7,0.7,1,0,0,0,0,1,,velo,cargo,53,47,47,47,63,47,47,49,53,,,,,,,shower,bike_parking,,cargo,,,,,,,,,,,wfh,wftp,En vélo sur mars,,,,,,,,2025-10-07T12:22:38.538169
5,"Merci Yannick, c'est le top!",3,2025-10-07T15:17:58.367391,,,,,,,,,,25-44,flexibility,finance,,5,,,,,,,,false,true,none,,,,100,bike,train_subs,upt_subs,mob_subs,,,,,,,3,walking,train,pub,,,,,,,,,,,,,,,,1,,,851f9027fffffff,pub,1,,,821fa7fffffffff,plane,1,823947fffffffff,plane,1,813cfffffffffff,plane,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,4,3,3,4,2,1,2,3,4,1,,46.21342681930619,6.150660193080284,40,true,,,,true,55,2.0.0,,46.522899697033324,6.565289995372353,,170,0staGXI60pjIacBOe5RidA,0,0.7,0.7,1,0,1,1,0,0,,train,inter,53,45,45,63,72,61,63,53,52,,,,,,,"List of support available within the organization for train (half-fare pass, possibility to work in the train, etc.)",,,,"List of support available within the organization for intermodality (access to P+R or B+R parkings, personalised support, etc.)",,,,,,,,,,"List of support available within the organization (teleworking, flexible working hours, etc.)",,,,,,pub,train,train,avoid,2025-10-07T15:27:00.383996
5,,3,2025-10-07T15:44:27.779948,,,,,,,,,,16-24,collective,environment,,5,,,,,,,,false,true,dependent,,,,80,bike,upt_subs,car,,,,,,,,3,car,,,1,bike,,,1,pub,,,,,,,,,,1,,,851f8ad7fffffff,plane,1,,,821f07fffffffff,plane,1,851f91affffffff,moto,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.188664539944085,6.143387198575795,20,true,,,,true,30,2.0.0,Genève CH,46.2218173,6.1474066,,171,_F4m6rGcmjDlqp0EAEsIKA,1,0.7,0.9,0,0,1,1,0,1,,velo,tpu,50,47,47,48,63,50,47,48,50,,,,,,,"Liste des aides disponibles au sein de l'organisation pour les cyclistes (subventions, accès à des douches et des casiers, parking à vélos sécurisé, etc.)",,,,"Liste des aides disponibles au sein de l'organisation pour les transports publics (abonnement de transport public, abonnement demi-tarif, etc.)",,,,,,,,,,"Liste des aides disponibles dans l'organisation (télétravail, horaires adaptables...)",,,,,,elec,train,elec_moto,,2025-10-07T15:47:25.622683
5,,3,2025-10-21T19:46:09.948627,,,,,,,,,,45-64,,,,1,,,,,,,,false,true,none,,,,100,moto,bike,car,,,,,,,,5,moto,,,,,,,,,,,,,,,,,,1,,,821fa7fffffffff,plane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,5,2,5,5,4,2,5,3,3,2,,46.235826036005676,6.14799675981746,0,true,,,,true,15,2.0.0,,46.215632529424624,6.132269698923011,,172,aazDSRV9e5JLogbBSH_N0g,0,0.7,0.7,0,0,1,1,1,1,,vae,velo,62,48,59,54,66,46,50,62,50,,,,,,,"Liste des aides disponibles au sein de l'organisation pour les cyclistes (subventions, accès à des douches et des casiers, parking à vélos sécurisé, etc.)",,,,"Liste des aides disponibles au sein de l'organisation pour les cyclistes (subventions, accès à des douches et des casiers, parking à vélos sécurisé, etc.)",,,,,,,,,,"Liste des aides disponibles dans l'organisation (télétravail, horaires adaptables...)",,,,,,train,,,,2025-10-21T19:52:14.963380
5,,3,2025-10-21T19:52:49.904502,,,,,,,,,,65+,environment,,,4,,,,,,,,false,true,heavy,,,,75,ebike,car,,,,,,,,,5,car,,,,,,,,,,,,,,,,,,1,,,851f9027fffffff,train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,4,1,4,5,1,4,1,1,1,1,,46.235615328414156,6.14796286151477,0,true,,,,true,10,2.0.0,,46.26366007694952,6.115447104903552,,173,5Bx-sYRw1l2xI24kqPXgXA,0,0.7,0.9,0,0,0,0,0,0,,elec,covoit,48,53,62,50,63,43,45,48,44,,,,,,,"Liste des aides disponibles au sein de l'organisation pour l'électrification (subventions, accès prioritaire au stationnement, etc.)",,,,"Liste des aides disponibles au sein de l'organisation pour le covoiturage (faciliter les rencontres entre covoitureurs, accès prioritaire au stationnement, etc.)",,,,,,,,,,"Liste des aides disponibles dans l'organisation (télétravail, horaires adaptables...)",,,,,,train,,,,2025-10-21T19:56:33.524738
5,,3,2025-10-23T06:09:59.057440,,,,,,,,,,25-44,,,,,,,,,,,,false,true,dependent,,,,80,bike,ebike,upt_subs,,,,,,,,3,ebike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,5,1,5,1,5,1,1,5,1,3,,46.201414445711066,6.146671007964443,30,true,,,,false,15,2.0.0,,46.21832008149684,6.1462318441869,,174,aPhHpooh5OgzAshs1R4vjw,1,0.7,0.9,0,0,1,1,1,0,,cargo,vae,68,38,50,48,69,52,47,67,68,,,,,,cargo,,,,,"List of support available within the organization for cycling (subsidizes, access to shower and lockers, secure bike park, etc.)",,,,,,,,,,"List of support available within the organization (teleworking, flexible working hours, etc.)",,,,,,,,,,2025-10-23T06:11:48.931462
5,,3,2025-10-27T18:23:23.840661,,,,,,,,,,25-44,finance,flexibility,environment,5,,,,,,,,false,true,dependent,,,,100,bike,upt_subs,train_subs,car,,,,,,,3,ebike,pub,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,5,3,3,5,5,5,1,4,5,5,"École Polytechnique Fédérale de Lausanne, Chemin de la Dent d'Oche, 1024 Ecublens CH",46.518754400000006,6.566174200000001,10,true,,,,false,25,2.0.0,1090 Lutry CH,46.5163512,6.7025513,,175,jeHOd3yMoQM5jVYmHpSuwg,1,0.7,0.9,1,0,1,0,0,0,,inter,tpu,55,55,60,65,75,60,55,55,52,,,,,,,"List of support available within the organization for intermodality (access to P+R or B+R parkings, personalised support, etc.)",,,,"List of support available within the organization for public transport (public transport pass, half-fare pass, etc.)",,,,,,,,,,"List of support available within the organization (teleworking, flexible working hours, etc.)",,,,,,,,,,2025-10-27T18:27:31.372766
3,,2,2025-12-09T16:18:07.256524,,,,,,,,,,45-64,,,,5,,finance,,,4,,,false,true,,,,,100,moto,,,,,,,,,,5,moto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.17834619612853,6.061073209731603,40,true,,,,false,30,2.0.0,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,,176,pc4rUvxsZMaE0Us98uiIoA,0,0.7,0.7,1,0,0,0,0,0,,inter,covoit,52,47,47,47,63,47,47,52,47,,,,,,,,,,,carpool_connect,,,,,,,,,,wfh,wftp,Bike to Mars,,,,,,,,2025-12-09T16:19:00.192786
6,,4,2025-12-11T05:23:31.333393,,,,,,,,,,16-24,flexibility,,,4,,collective,,,0,,,false,true,,,,,100,upt_subs,train_subs,,,,,,,,,3,car,walking,,1,walking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.38487141261862,6.236604527273698,40,true,,,,false,50,2.0.0,"Route de Rieu 10, 1217 Petit-Lancy",46.1975,6.115,Migros Rieu / Petit-Lancy,178,t1vihPF3neWfB690zUQflg,,,,,,,,,,,inter,train,,,,,,,,,,343,2644,40,36,79,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-20T15:39:32.203957
6,,4,2025-12-11T13:17:26.313170,,,,,,,,,,45-64,flexibility,,,5,,environment,collective,finance,5,,,false,true,disabled,,,,100,car,,,,,,,,,,5,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.19856338169188,6.1834653996511975,40,true,,,,false,25,2.0.0,"Rue de Carouge 64, 1205 Genève",46.19288,6.142803,Migros Plainpalais,179,UfExBvIVF_kITAtKcubK_g,0,0.9,0.9,0,0,1,1,0,0,,tpu,train,47,47,47,47,63,47,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-11T13:18:29.504149
6,Top (MGA),4,2025-12-11T13:31:02.928178,,,,,,,,,,25-44,finance,,,0,,flexibility,,,0,,,false,true,,,,,100,,,,,,,,,,,3,moto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,4,5,4,3,4,1,1,4,5,3,,46.20791720508444,6.136392783020767,40,true,,,,false,20,2.0.0,Route de la Galaise 32 1228 Plan-les-Ouates CH,46.1677445,6.1029748,alpha,180,dBiz7BgbDxW1bUGiYc7aGg,0,0.7,0.7,0,0,1,1,1,0,,train,vae,56,45,42,52,69,55,57,55,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-11T13:32:31.528981
6,,4,2025-12-11T13:33:22.808308,,,,,,,,,,,environment,,,5,,environment,,,0,,,false,true,,,,,100,,,,,,,,,,,3,ebike,,,,,,,,,,,,,,,,,,11,,,851f91abfffffff,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,4,5,4,5,5,1,1,1,1,1,,46.24532169116071,6.019598806314548,40,true,,,,true,30,2.0.0,"Route de Vernier 52, 1214 Vernier",46.2067,6.1225,Migros Vernier,181,UY8fTPsH0-Mnuxb8oMoZKg,,,,,,,,,,,vae,cargo,,,,,,,,,,294,2721,16,32,32,,,,,cargo,,,,,,,,,,,,,,,,,elec_truck,,,,2026-02-12T12:34:45.540107
6,,4,2025-12-11T13:59:08.611150,,,,,,,,,,16-24,environment,,,5,,finance,,,5,,,false,true,none,,,,100,moto,,,,,,,,,,5,moto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,3,3,4,2,3,4,3,3,1,,46.19005794363446,6.214873953525057,0,true,,,,false,45,2.0.0,"Rue des Pâquis 41, 1201 Genève",46.2123,6.1498,Migros Navigation,182,QOsRAVjrm91cqy0Z6nbT5g,0,0.7,0.7,0,0,1,1,1,0,,vae,tpu,57,51,49,50,63,52,50,57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-11T14:00:51.546075
6,test,4,2025-12-11T14:01:30.880763,,,,,,,,,,,,,,1,,,,,0,,,false,true,,,,,100,train_subs,,,,,,,,,,2,ebike,,,3,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,5,1,3,4,5,2,3,1,1,5,,46.20072356431069,6.124774713564705,40,true,,,,false,5,2.0.0,"Rue des Pâquis 41, 1201 Genève",46.2123,6.1498,Migros Navigation,183,8CY5PFACQrSmehNQ53B0ww,0.9,0.7,0.7,0,0,0,0,1,0,,vae,cargo,63,45,48,45,75,48,42,62,63,,,,,,,,,,cargo,,,,,,,,,,,wfh,wftp,wfro,,,,,,,,2026-01-13T14:27:13.268757
3,,2,2025-12-16T13:27:50.250383,,,,,,,,,,45-64,finance,,,5,,finance,collective,,5,,,false,true,night,,,,100,car,,,,,,,,,,1,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.20535440092627,6.116469689897315,40,true,,,,false,30,2.0.0,Rue Jean Tschumi 1015 Ecublens CH,46.52034245,6.56488125,alpha,185,HPXwH-F06Bnwweavplz8bg,0,0.7,0.7,0,0,0,1,0,0,,train,covoit,47,47,47,47,63,47,47,47,47,,,,,,,cff_pass_ag,,,,carpool_connect,,,,,,,,,,wfh,wftp,Bike to Mars,,,,,,,,2025-12-16T13:29:57.608565
6,,4,2026-01-12T12:24:01.691918,,,,,,,,,,45-64,,,,,,,,,,,,,true,,,,,100,,,,,,,,,,,5,car,,,5,moto,,,,,,,,,,,,,,1,,,851f91a7fffffff,cargo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.201739407028356,6.156155299041416,40,true,,,,true,5,2.0.0,,46.20664012110558,6.131478976104944,_other,186,d4CI_1kHZK5FlCl9MzdHjQ,0,0.7,0.7,0,0,1,1,1,1,,vae,velo,52,47,47,47,63,47,47,52,47,295,2774,4,9,9,,,,,,,,,,,,,,,,,,,,,,cargo,,,,2026-02-05T09:40:20.521298
7,,5,2026-01-13T15:51:32.511175,,,,,,,,,,65+,,,,,,,,,,,,false,true,,,,,100,,,,,,,,,,,3,walking,train,pub,2,moto,,,,,,,,,,,,,,12,,,851f9c97fffffff,car,1,,,821fb7fffffffff,plane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,5,2,3,5,3,3,1,2,4,1,,46.51765095946166,6.628833644594238,0,true,,,,true,30,2.0.0,,46.528649789895695,6.568030493268168,_other,187,az96jfBmi4YeEGGFgxaWiA,0,0.7,0.7,1,0,1,1,1,1,,inter,train,55,49,52,62,72,58,60,55,54,526,1601,8,17,17,,,,,,,,,,,,,,,,,,,,,,train,train,,,2026-01-14T09:18:05.473326
6,test,4,2026-01-26T14:36:18.233933,,,,,,,,,,65+,other,,,,test,other,,,4,j'utilise déjà ce mode,,false,true,heavy,,,,100,bike,train_subs,ev,,,,,,,,2,walking,train,other,3,moto,,,,,,,,,,,,,,1,,,851f91a7fffffff,truck,1,,,851f91a3fffffff,cargo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,3,4,3,4,3,4,5,2,4,1,,46.211352406632216,6.147866445824917,0,true,,,,true,20,2.0.0,,46.3813733597797,6.23722684215582,_other,188,-71D6AOgBoLpJD-ywITzuA,0,0.7,0.9,1,0,0,1,0,0,,train,inter,59,52,50,56,69,51,63,59,51,524,2765,35,40,70,,,,,,,,,,,,,,,,,,,,,,bike,pub,,,2026-01-26T14:40:25.467843
6,"TEST Questionnaire trop compliqué, les questions n'étaient pas claires, trop long, etc. ",4,2026-01-29T10:18:36.469382,,,,,,,,,,25-44,flexibility,,,1,,finance,,,4,,,,true,night,,,,100,bike,upt_subs,car,,,,,,,,5,car,,,,,,,,,,,,,,,,,,52,,,851f91abfffffff,cargo,12,,,851f8343fffffff,car,220,851f91a7fffffff,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,4,3,4,1,5,1,5,4,1,,46.1845629625592,6.122008416081542,0,true,,,,true,20,2.0.0,"Avenue Louis-Casaï 27, 1211 Genève",46.218861,6.1131,Migros Balexert - PickMup / annexes,189,qRUTG-xXFhIYt7zRewmATQ,0,0.7,0.7,0,0,1,1,1,1,,tpu,train,45,57,53,55,63,56,54,45,43,242,2805,8,17,17,,,,,,,,,,,,,,,,,,,,,,cargo,train,elec_truck,,2026-01-29T10:33:39.890837
6,,4,2026-02-05T09:36:48.709631,,,,,,,,,,,,,,0,,,,,0,,,,true,,,,,15,,,,,,,,,,,5,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,46.206043334037304,6.140469740723205,0,true,,,,false,5,2.0.0,"Avenue Louis-Casaï 27, 1211 Genève (Balexert)",46.218861,6.113098,Migros MMM Balexert,190,f9BHGRK2aRvs-9r1Bb1TKQ,,,,,,,,,,,velo,vae,,,,,,,,,,242,2042,5,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-11T12:46:49.087859
6,,4,2026-02-10T12:34:15.795509,,,,,,,,,,25-44,,,,0,,,,,,,,false,true,night,,,,60,bike,,,,,,,,,,2,bike,walking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,5,1,3,3,1,2,1,1,1,1,,46.2108748694923,6.126337274567334,50,true,,,,false,5,2.0.0,"Rue de Carouge 70, 1205 Genève",46.1929,6.1429,Migros Plainpalais - Annex,191,EHyxNX2RklcBEoewGZF9lA,,,,,,,,,,,inter,elec,,,,,,,,,,369,2763,6,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,2026-02-10T12:35:54.478063
